Threshold,1 Permission,2 Permission,3 Permission,4 Permission,Combined
1.00,0.4526315789473684,0.19688311688311685,0.12297619047619046,0.14285714285714282,0.22883700729095463
1.10,0.4526315789473684,0.2317099567099567,0.12553571428571428,0.14285714285714282,0.23818359820004553
1.20,0.4473684210526316,0.21926406926406927,0.11404761904761904,0.14285714285714282,0.2308843130553657
1.30,0.46842105263157896,0.22402597402597402,0.1476785714285714,0.14285714285714282,0.2457456852358168
1.40,0.4631578947368421,0.2388334472544999,0.11760073260073259,0.14285714285714282,0.24061230436230432
1.50,0.45789473684210513,0.19295739348370927,0.1544322344322344,0.16666666666666669,0.24298775785617888
1.60,0.4526315789473685,0.21024834814308502,0.12538461538461537,0.19999999999999998,0.24706613561876722
1.70,0.5055555555555555,0.22600250626566415,0.15961538461538463,0.25,0.2852933616091511
1.80,0.49444444444444446,0.22869256474519634,0.1724358974358974,0.25,0.28639322665638456
1.90,0.44836601307189544,0.26255589955280356,0.1532051282051282,0.25,0.27853176020745685
2.00,0.46568627450980393,0.256296439628483,0.16282051282051285,0.25,0.28370080673969994
2.10,0.48267973856209145,0.27121603027175784,0.15792540792540793,0.25,0.2904552941898143
2.20,0.4911764705882353,0.27712418300653596,0.19592074592074593,0.25,0.30355534987887933
2.30,0.4996732026143791,0.2685049019607843,0.16311188811188812,0.25,0.2953224981717629
2.40,0.5,0.3216117216117216,0.22222222222222224,0.33333333333333337,0.3442918192918193
2.50,0.4676062091503267,0.297032967032967,0.19222222222222224,0.33333333333333337,0.3225486829347123
2.60,0.5235702614379085,0.3286630036630037,0.20555555555555557,0.33333333333333337,0.3477805384974503
2.70,0.45257352941176465,0.33205422028951437,0.14373015873015874,0.33333333333333337,0.3154228104411928
2.80,0.5118055555555555,0.39531468531468533,0.1733333333333333,0.33333333333333337,0.35344672688422685
2.90,0.5008333333333332,0.3604728604728605,0.13555555555555554,0.5,0.3742154373404373
3.00,0.48052287581699343,0.32413419913419916,0.1652777777777778,0.5,0.3674837131822426
3.10,0.4824614845938376,0.3663086913086913,0.1823412698412698,0.5,0.38277786143594966
3.20,0.43650326797385625,0.47674242424242425,0.13551587301587303,0.5,0.3871903913080384
3.30,0.4565567765567765,0.45151515151515154,0.1367063492063492,0.5,0.3861945693195693
3.40,0.511510989010989,0.4432281607281607,0.14384920634920637,0.5,0.399647089022089
3.50,0.4176007326007326,0.47989898989898994,0.15928571428571428,0.5,0.3891963591963592
3.60,0.4604778554778554,0.5108333333333333,0.20523809523809522,0.5,0.419137321012321
3.70,0.4917249417249418,0.48194444444444445,0.1866666666666667,0.5,0.4150840132090132
3.80,0.49251748251748245,0.46275252525252525,0.1942857142857143,0.5,0.4123889305139305
3.90,0.5143162393162394,0.4605555555555555,0.19666666666666666,1.0,0.5428846153846154
4.00,0.4696969696969697,0.5464285714285715,0.24500000000000002,1.0,0.5652813852813854
4.10,0.5129292929292929,0.5173809523809524,0.23500000000000001,1.0,0.5663275613275613
4.20,0.5109126984126984,0.5357142857142857,0.26,1.0,0.576656746031746
4.30,0.5189285714285714,0.5679761904761904,0.31999999999999995,1.0,0.6017261904761905
4.40,0.5296825396825396,0.569047619047619,0.29166666666666663,1.0,0.5975992063492063
4.50,0.53994227994228,0.550595238095238,0.39166666666666666,1.0,0.6205510461760462
4.60,0.6694444444444445,0.5567857142857142,0.4333333333333333,1.0,0.664890873015873
4.70,0.5808333333333333,0.5900000000000001,0.5,1.0,0.6677083333333333
4.80,0.4945238095238095,0.6983333333333334,0.5,1.0,0.6732142857142858
4.90,0.6616666666666667,0.575,0.5,1.0,0.6841666666666667
5.00,0.7666666666666667,0.55,0.5,1.0,0.7041666666666667
5.10,0.725,0.45,0.3,1.0,0.61875
5.20,0.6883333333333332,0.45,0.3,1.0,0.6095833333333334
5.30,0.6183333333333334,0.5,0.3,1.0,0.6045833333333334
5.40,0.7466666666666666,0.05,0.3,1.0,0.5241666666666667
5.50,0.6716666666666666,0.15,1.0,1.0,0.7054166666666667
5.60,0.7083333333333334,0.2,1.0,1.0,0.7270833333333333
5.70,0.6933333333333332,0.0,1.0,1.0,0.6733333333333333
5.80,0.8666666666666666,0.0,1.0,1.0,0.7166666666666667
5.90,0.785,1.0,1.0,1.0,0.94625
6.00,0.7266666666666668,1.0,1.0,1.0,0.9316666666666666
6.10,0.76,1.0,1.0,1.0,0.94
6.20,0.7166666666666667,1.0,1.0,1.0,0.9291666666666667
6.30,0.6,1.0,1.0,1.0,0.9
6.40,1.0,1.0,1.0,1.0,1.0
6.50,1.0,1.0,1.0,1.0,1.0
6.60,1.0,1.0,1.0,1.0,1.0
6.70,1.0,1.0,1.0,1.0,1.0
6.80,1.0,1.0,1.0,1.0,1.0
6.90,1.0,1.0,1.0,1.0,1.0
7.00,1.0,1.0,1.0,1.0,1.0
