Threshold,1 Permission,2 Permission,3 Permission,4 Permission,Combined
1.00,0.8333333333333333,0.7333333333333333,0.3916666666666666
1.50,0.8333333333333333,0.7333333333333333,0.3916666666666666
2.00,0.8333333333333333,0.7333333333333333,0.3916666666666666
2.50,0.8333333333333333,0.7333333333333333,0.3916666666666666
3.00,0.8333333333333333,0.7333333333333333,0.3916666666666666
3.50,0.8333333333333333,0.7333333333333333,0.3916666666666666
4.00,0.7222222222222222,0.6666666666666667,0.3472222222222222
4.50,0.611111111111111,0.5333333333333333,0.2861111111111111
5.00,0.5,0.33333333333333337,0.20833333333333334
5.50,0.33333333333333337,0.13333333333333333,0.11666666666666667
6.00,0.16666666666666669,0.06666666666666667,0.058333333333333334
6.50,0.11111111111111113,0.0,0.027777777777777783
