User ID,Item ID,Item Name,Actual Rating,Predicted Rating,MAE
61,26,A_L_Co,1.0,5.461324847723533,4.461324847723533
62,18,Location,7.0,2.0,5.0
62,19,Camera,2.0,3.25,1.25
62,25,C_L,2.0,2.3499183714141676,0.3499183714141676
62,27,C_Co_A,2.0,1.8379310600776835,0.16206893992231652
62,30,C_L_Co_A,2.0,1.2090020413863818,0.7909979586136182
63,16,Audio,3.0,2.1016875866712703,0.8983124133287297
63,23,A_C,1.0,1.0,0.0
63,27,C_Co_A,2.0,1.8468871125850725,0.15311288741492746
63,29,C_L_Co,2.0,1.019615242270663,0.980384757729337
63,30,C_L_Co_A,2.0,1.2643662630378838,0.7356337369621162
65,22,Co_L,3.0,2.2392262657188833,0.7607737342811167
65,23,A_C,2.0,1.0,1.0
65,24,C_Co,1.0,1.7392262657188833,0.7392262657188833
65,29,C_L_Co,1.0,1.0,0.0
65,30,C_L_Co_A,1.0,1.0,0.0
66,21,A_L,1.0,1.9663225754824252,0.9663225754824252
66,26,A_L_Co,3.0,1.149353248195625,1.850646751804375
66,27,C_Co_A,1.0,1.0,0.0
66,28,C_L_A,1.0,1.0,0.0
66,30,C_L_Co_A,1.0,1.245747121505644,0.24574712150564393
67,16,Audio,3.0,4.010009775165811,1.0100097751658108
67,19,Camera,1.0,4.392765577250995,3.3927655772509953
67,20,A_Co,4.0,2.6528250849260724,1.3471749150739276
67,24,C_Co,2.0,1.7410341435785956,0.25896585642140435
67,28,C_L_A,2.0,1.043197068149618,0.9568029318503819
68,17,Contacts,5.0,6.7232778279214305,1.7232778279214305
68,20,A_Co,7.0,5.205694771050461,1.794305228949539
68,27,C_Co_A,2.0,3.666666666666667,1.666666666666667
69,19,Camera,1.0,5.092250008365322,4.092250008365322
69,21,A_L,6.0,1.5833471093116778,4.416652890688322
69,22,Co_L,3.0,3.5976822020813155,0.5976822020813155
69,23,A_C,1.0,1.5499999999999998,0.5499999999999998
69,25,C_L,1.0,1.8342076273992078,0.8342076273992078
70,17,Contacts,4.0,3.5868848596585847,0.4131151403414153
70,19,Camera,2.0,2.2664022487633577,0.2664022487633577
70,26,A_L_Co,2.0,3.5489205015909038,1.5489205015909038
70,28,C_L_A,2.0,1.0,1.0
70,29,C_L_Co,2.0,2.2664022487633577,0.2664022487633577
70,30,C_L_Co_A,2.0,2.1237247601926827,0.12372476019268275
71,21,A_L,2.0,3.3472215824891434,1.3472215824891434
71,22,Co_L,3.0,2.6890548164185972,0.3109451835814028
71,23,A_C,1.0,1.1952724766618334,0.19527247666183345
71,24,C_Co,1.0,2.1136021110478094,1.1136021110478094
71,25,C_L,4.0,1.0,3.0
73,17,Contacts,4.0,4.836463348237126,0.8364633482371264
73,20,A_Co,4.0,4.131678056389753,0.13167805638975327
73,23,A_C,4.0,3.0384086557980527,0.9615913442019473
73,26,A_L_Co,3.0,2.897783178812282,0.10221682118771813
73,28,C_L_A,2.0,1.4854856444070075,0.5145143555929925
74,16,Audio,1.0,3.492124245835467,2.492124245835467
74,17,Contacts,6.0,3.829892423366358,2.170107576633642
74,18,Location,6.0,3.829892423366358,2.170107576633642
74,25,C_L,2.0,2.7828803093150043,0.7828803093150043
74,27,C_Co_A,3.0,2.1280357707883333,0.8719642292116667
76,18,Location,7.0,4.067646203159385,2.932353796840615
76,19,Camera,7.0,2.7984539352807034,4.201546064719297
76,20,A_Co,7.0,5.262174484195519,1.7378255158044809
76,21,A_L,5.0,5.597709642693363,0.5977096426933626
76,22,Co_L,6.0,5.521852392739617,0.4781476072603832
76,27,C_Co_A,2.0,4.095204377349553,2.0952043773495532
76,28,C_L_A,2.0,3.1366350840058397,1.1366350840058397
76,29,C_L_Co,2.0,2.616600123223068,0.6166001232230678
76,30,C_L_Co_A,1.0,3.9397493934650356,2.9397493934650356
77,16,Audio,4.0,4.314666705235739,0.31466670523573903
77,17,Contacts,7.0,4.601042331029217,2.398957668970783
77,18,Location,7.0,6.115228928903373,0.884771071096627
77,23,A_C,5.0,4.033404291985101,0.966595708014899
77,25,C_L,4.0,4.884343862000163,0.8843438620001631
78,19,Camera,6.0,6.053650514975539,0.053650514975538854
78,26,A_L_Co,7.0,5.800497208030265,1.199502791969735
78,28,C_L_A,6.0,5.885113327672013,0.11488667232798733
78,29,C_L_Co,6.0,6.053650514975539,0.053650514975538854
78,30,C_L_Co_A,6.0,5.885113327672013,0.11488667232798733
79,16,Audio,3.0,3.0909181739041856,0.09091817390418555
79,20,A_Co,2.0,3.9752141264370744,1.9752141264370744
79,21,A_L,3.0,1.634479103963201,1.365520896036799
79,24,C_Co,2.0,1.3154028372313347,0.6845971627686653
79,29,C_L_Co,1.0,1.0,0.0
80,21,A_L,5.0,2.870449721729677,2.129550278270323
80,22,Co_L,4.0,3.9150101487924984,0.08498985120750158
80,23,A_C,2.0,2.1851023593920793,0.1851023593920793
80,24,C_Co,3.0,2.35645158045632,0.6435484195436798
80,30,C_L_Co_A,2.0,2.9,0.8999999999999999
81,20,A_Co,4.0,5.681867200386191,1.6818672003861908
81,26,A_L_Co,7.0,2.2577708431636756,4.742229156836324
81,27,C_Co_A,2.0,4.301066991130638,2.3010669911306376
