Threshold,1 Permission,2 Permission,3 Permission,4 Permission,Combined
1.00,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.10,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.20,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.30,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.40,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.50,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.60,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.70,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.80,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
1.90,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.00,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.10,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.20,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.30,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.40,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.50,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.60,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.70,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.80,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
2.90,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.00,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.10,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.20,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.30,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.40,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.50,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.60,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.70,0.9,0.375,0.3333333333333333,1.0,0.6363636363636364
3.80,0.7,0.375,0.3333333333333333,1.0,0.5454545454545454
3.90,0.6,0.375,0.3333333333333333,1.0,0.5
4.00,0.5,0.375,0.3333333333333333,1.0,0.45454545454545453
4.10,0.4,0.375,0.3333333333333333,1.0,0.4090909090909091
4.20,0.4,0.375,0.3333333333333333,1.0,0.4090909090909091
4.30,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.40,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.50,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.60,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.70,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.80,0.3,0.375,0.3333333333333333,1.0,0.36363636363636365
4.90,0.3,0.25,0.3333333333333333,1.0,0.3181818181818182
5.00,0.3,0.25,0.3333333333333333,1.0,0.3181818181818182
5.10,0.3,0.25,0.3333333333333333,1.0,0.3181818181818182
5.20,0.3,0.25,0.3333333333333333,1.0,0.3181818181818182
5.30,0.3,0.125,0.3333333333333333,1.0,0.2727272727272727
5.40,0.3,0.125,0.3333333333333333,1.0,0.2727272727272727
5.50,0.3,0.125,0.3333333333333333,1.0,0.2727272727272727
5.60,0.3,0.0,0.3333333333333333,1.0,0.22727272727272727
5.70,0.3,0.0,0.3333333333333333,1.0,0.22727272727272727
5.80,0.3,0.0,0.3333333333333333,1.0,0.22727272727272727
5.90,0.3,0.0,0.3333333333333333,0.0,0.18181818181818182
6.00,0.3,0.0,0.3333333333333333,0.0,0.18181818181818182
6.10,0.2,0.0,0.0,0.0,0.09090909090909091
6.20,0.1,0.0,0.0,0.0,0.045454545454545456
6.30,0.1,0.0,0.0,0.0,0.045454545454545456
6.40,0.1,0.0,0.0,0.0,0.045454545454545456
6.50,0.1,0.0,0.0,0.0,0.045454545454545456
6.60,0.1,0.0,0.0,0.0,0.045454545454545456
6.70,0.1,0.0,0.0,0.0,0.045454545454545456
6.80,0.0,0.0,0.0,0.0,0.0
6.90,0.0,0.0,0.0,0.0,0.0
7.00,0.0,0.0,0.0,0.0,0.0
