Threshold,1 Permission,2 Permission,3 Permission,4 Permission,Combined
1.00,0.47368421052631576,0.13636363636363635,0.05555555555555555,0.125,0.208955223880597
1.10,0.47368421052631576,0.13636363636363635,0.058823529411764705,0.125,0.21212121212121213
1.20,0.47368421052631576,0.13636363636363635,0.0625,0.125,0.2153846153846154
1.30,0.47368421052631576,0.13636363636363635,0.0625,0.2,0.22580645161290322
1.40,0.47368421052631576,0.13636363636363635,0.0625,0.2,0.22580645161290322
1.50,0.47368421052631576,0.13636363636363635,0.0625,0.2,0.22580645161290322
1.60,0.47368421052631576,0.13636363636363635,0.06666666666666667,0.2,0.22950819672131148
1.70,0.47368421052631576,0.13636363636363635,0.06666666666666667,0.2,0.22950819672131148
1.80,0.47368421052631576,0.13636363636363635,0.06666666666666667,0.2,0.22950819672131148
1.90,0.47368421052631576,0.13636363636363635,0.07692307692307693,0.2,0.23728813559322035
2.00,0.47368421052631576,0.14285714285714285,0.07692307692307693,0.2,0.2413793103448276
2.10,0.47368421052631576,0.14285714285714285,0.07692307692307693,0.2,0.2413793103448276
2.20,0.5,0.14285714285714285,0.08333333333333333,0.25,0.2545454545454545
2.30,0.5,0.15,0.08333333333333333,0.25,0.25925925925925924
2.40,0.5,0.15789473684210525,0.08333333333333333,0.25,0.2641509433962264
2.50,0.5,0.15789473684210525,0.08333333333333333,0.25,0.2641509433962264
2.60,0.5,0.16666666666666666,0.08333333333333333,0.25,0.2692307692307692
2.70,0.5,0.17647058823529413,0.08333333333333333,0.25,0.27450980392156865
2.80,0.5,0.1875,0.08333333333333333,0.25,0.28
2.90,0.5,0.1875,0.09090909090909091,0.3333333333333333,0.2916666666666667
3.00,0.5,0.1875,0.1,0.3333333333333333,0.2978723404255319
3.10,0.5294117647058824,0.1875,0.1,0.3333333333333333,0.30434782608695654
3.20,0.5294117647058824,0.1875,0.1,0.3333333333333333,0.30434782608695654
3.30,0.5625,0.1875,0.1111111111111111,0.3333333333333333,0.3181818181818182
3.40,0.5625,0.21428571428571427,0.1111111111111111,0.3333333333333333,0.3333333333333333
3.50,0.5625,0.23076923076923078,0.1111111111111111,0.5,0.35
3.60,0.6,0.25,0.125,0.5,0.3783783783783784
3.70,0.6,0.25,0.14285714285714285,0.5,0.3888888888888889
3.80,0.5384615384615384,0.2727272727272727,0.14285714285714285,0.5,0.36363636363636365
3.90,0.5,0.3,0.14285714285714285,0.5,0.3548387096774194
4.00,0.5,0.375,0.14285714285714285,1.0,0.38461538461538464
4.10,0.4444444444444444,0.375,0.16666666666666666,1.0,0.375
4.20,0.4444444444444444,0.42857142857142855,0.16666666666666666,1.0,0.391304347826087
4.30,0.375,0.42857142857142855,0.16666666666666666,1.0,0.36363636363636365
4.40,0.42857142857142855,0.42857142857142855,0.3333333333333333,1.0,0.4444444444444444
4.50,0.42857142857142855,0.42857142857142855,0.3333333333333333,1.0,0.4444444444444444
4.60,0.42857142857142855,0.42857142857142855,0.3333333333333333,1.0,0.4444444444444444
4.70,0.42857142857142855,0.5,0.5,1.0,0.5
4.80,0.42857142857142855,0.5,0.5,1.0,0.5
4.90,0.5,0.5,0.5,1.0,0.5384615384615384
5.00,0.5,0.5,0.5,1.0,0.5384615384615384
5.10,0.6,0.5,0.5,1.0,0.5833333333333334
5.20,0.6,0.6666666666666666,0.5,1.0,0.6363636363636364
5.30,0.6,0.5,0.5,1.0,0.6
5.40,0.6,0.5,0.5,1.0,0.6
5.50,0.6,0.5,1.0,1.0,0.6666666666666666
5.60,0.6,0.0,1.0,1.0,0.625
5.70,0.6,1.0,1.0,1.0,0.7142857142857143
5.80,0.6,1.0,1.0,1.0,0.7142857142857143
5.90,0.6,1.0,1.0,1.0,0.6666666666666666
6.00,0.75,1.0,1.0,1.0,0.8
6.10,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666
6.20,0.5,1.0,1.0,1.0,0.5
6.30,0.5,1.0,1.0,1.0,0.5
6.40,0.5,1.0,1.0,1.0,0.5
6.50,0.5,1.0,1.0,1.0,0.5
6.60,0.5,1.0,1.0,1.0,0.5
6.70,0.5,1.0,1.0,1.0,0.5
6.80,0.0,1.0,1.0,1.0,0.0
6.90,0.0,1.0,1.0,1.0,0.0
7.00,0.0,1.0,1.0,1.0,0.0
